    1.000000      0.1260000E-02
   0.9981539      0.1518733E-02
   0.9948042      0.1986686E-02
   0.9905021      0.2584862E-02
   0.9854500      0.3283297E-02
   0.9797678      0.4063710E-02
   0.9735382      0.4913124E-02
   0.9668233      0.5821560E-02
   0.9596723      0.6780946E-02
   0.9521257      0.7784539E-02
   0.9442174      0.8826566E-02
   0.9359771      0.9902001E-02
   0.9274305      0.1100641E-01
   0.9186005      0.1213583E-01
   0.9095079      0.1328672E-01
   0.9001712      0.1445585E-01
   0.8906077      0.1564029E-01
   0.8808331      0.1683735E-01
   0.8708620      0.1804457E-01
   0.8607081      0.1925966E-01
   0.8503840      0.2048050E-01
   0.8399017      0.2170513E-01
   0.8292726      0.2293169E-01
   0.8185072      0.2415845E-01
   0.8076157      0.2538378E-01
   0.7966078      0.2660614E-01
   0.7854927      0.2782405E-01
   0.7742791      0.2903611E-01
   0.7629755      0.3024098E-01
   0.7515900      0.3143737E-01
   0.7401303      0.3262402E-01
   0.7286040      0.3379973E-01
   0.7170182      0.3496332E-01
   0.7053800      0.3611365E-01
   0.6936961      0.3724957E-01
   0.6819731      0.3837000E-01
   0.6702173      0.3947384E-01
   0.6584348      0.4056001E-01
   0.6466318      0.4162744E-01
   0.6348139      0.4267510E-01
   0.6229869      0.4370192E-01
   0.6111562      0.4470687E-01
   0.5993273      0.4568892E-01
   0.5875055      0.4664703E-01
   0.5756958      0.4758018E-01
   0.5639033      0.4848736E-01
   0.5521329      0.4936755E-01
   0.5403894      0.5021974E-01
   0.5286775      0.5104294E-01
   0.5170018      0.5183616E-01
   0.5053668      0.5259841E-01
   0.4937770      0.5332873E-01
   0.4822367      0.5402615E-01
   0.4707501      0.5468972E-01
   0.4593215      0.5531853E-01
   0.4479550      0.5591165E-01
   0.4366546      0.5646819E-01
   0.4254243      0.5698728E-01
   0.4142681      0.5746808E-01
   0.4031897      0.5790975E-01
   0.3921929      0.5831151E-01
   0.3812816      0.5867258E-01
   0.3704593      0.5899224E-01
   0.3597297      0.5926978E-01
   0.3490964      0.5950453E-01
   0.3385629      0.5969588E-01
   0.3281326      0.5984322E-01
   0.3178091      0.5994603E-01
   0.3075956      0.6000379E-01
   0.2974955      0.6001604E-01
   0.2875121      0.5998238E-01
   0.2776487      0.5990243E-01
   0.2679085      0.5977589E-01
   0.2582945      0.5960248E-01
   0.2488101      0.5938199E-01
   0.2394583      0.5911426E-01
   0.2302421      0.5879917E-01
   0.2211645      0.5843666E-01
   0.2122287      0.5802673E-01
   0.2034374      0.5756941E-01
   0.1947938      0.5706482E-01
   0.1863006      0.5651309E-01
   0.1779607      0.5591443E-01
   0.1697770      0.5526908E-01
   0.1617523      0.5457735E-01
   0.1538893      0.5383959E-01
   0.1461909      0.5305620E-01
   0.1386598      0.5222761E-01
   0.1312986      0.5135432E-01
   0.1241100      0.5043684E-01
   0.1170968      0.4947575E-01
   0.1102614      0.4847166E-01
   0.1036066      0.4742519E-01
   0.9713494E-01  0.4633703E-01
   0.9084894E-01  0.4520787E-01
   0.8475114E-01  0.4403844E-01
   0.7884408E-01  0.4282950E-01
   0.7313024E-01  0.4158180E-01
   0.6761211E-01  0.4029614E-01
   0.6229214E-01  0.3897332E-01
   0.5717276E-01  0.3761414E-01
   0.5225639E-01  0.3621942E-01
   0.4754543E-01  0.3478997E-01
   0.4304226E-01  0.3332661E-01
   0.3874923E-01  0.3183013E-01
   0.3466869E-01  0.3030134E-01
   0.3080296E-01  0.2874101E-01
   0.2715436E-01  0.2714990E-01
   0.2372517E-01  0.2552875E-01
   0.2051766E-01  0.2387827E-01
   0.1753410E-01  0.2219913E-01
   0.1477672E-01  0.2049198E-01
   0.1224776E-01  0.1875742E-01
   0.9949417E-02  0.1699600E-01
   0.7883897E-02  0.1520823E-01
   0.6053378E-02  0.1339458E-01
   0.4460026E-02  0.1155544E-01
   0.3105995E-02  0.9691158E-02
   0.1993422E-02  0.7802011E-02
   0.1124431E-02  0.5888213E-02
   0.5011347E-03  0.3949910E-02
   0.1256295E-03  0.1987173E-02
    0.000000       0.000000    
   0.1256295E-03 -0.1987173E-02
   0.5011347E-03 -0.3949910E-02
   0.1124431E-02 -0.5888213E-02
   0.1993422E-02 -0.7802011E-02
   0.3105995E-02 -0.9691158E-02
   0.4460026E-02 -0.1155544E-01
   0.6053378E-02 -0.1339458E-01
   0.7883897E-02 -0.1520823E-01
   0.9949417E-02 -0.1699600E-01
   0.1224776E-01 -0.1875742E-01
   0.1477672E-01 -0.2049198E-01
   0.1753410E-01 -0.2219913E-01
   0.2051766E-01 -0.2387827E-01
   0.2372517E-01 -0.2552875E-01
   0.2715436E-01 -0.2714990E-01
   0.3080296E-01 -0.2874101E-01
   0.3466869E-01 -0.3030134E-01
   0.3874923E-01 -0.3183013E-01
   0.4304226E-01 -0.3332661E-01
   0.4754543E-01 -0.3478997E-01
   0.5225639E-01 -0.3621942E-01
   0.5717276E-01 -0.3761414E-01
   0.6229214E-01 -0.3897332E-01
   0.6761211E-01 -0.4029614E-01
   0.7313024E-01 -0.4158180E-01
   0.7884408E-01 -0.4282950E-01
   0.8475114E-01 -0.4403844E-01
   0.9084894E-01 -0.4520787E-01
   0.9713494E-01 -0.4633703E-01
   0.1036066     -0.4742519E-01
   0.1102614     -0.4847166E-01
   0.1170968     -0.4947575E-01
   0.1241100     -0.5043684E-01
   0.1312986     -0.5135432E-01
   0.1386598     -0.5222761E-01
   0.1461909     -0.5305620E-01
   0.1538893     -0.5383959E-01
   0.1617523     -0.5457735E-01
   0.1697770     -0.5526908E-01
   0.1779607     -0.5591443E-01
   0.1863006     -0.5651309E-01
   0.1947938     -0.5706482E-01
   0.2034374     -0.5756941E-01
   0.2122287     -0.5802673E-01
   0.2211645     -0.5843666E-01
   0.2302421     -0.5879917E-01
   0.2394583     -0.5911426E-01
   0.2488101     -0.5938199E-01
   0.2582945     -0.5960248E-01
   0.2679085     -0.5977589E-01
   0.2776487     -0.5990243E-01
   0.2875121     -0.5998238E-01
   0.2974955     -0.6001604E-01
   0.3075956     -0.6000379E-01
   0.3178091     -0.5994603E-01
   0.3281326     -0.5984322E-01
   0.3385629     -0.5969588E-01
   0.3490964     -0.5950453E-01
   0.3597297     -0.5926978E-01
   0.3704593     -0.5899224E-01
   0.3812816     -0.5867258E-01
   0.3921929     -0.5831151E-01
   0.4031897     -0.5790975E-01
   0.4142681     -0.5746808E-01
   0.4254243     -0.5698728E-01
   0.4366546     -0.5646819E-01
   0.4479550     -0.5591165E-01
   0.4593215     -0.5531853E-01
   0.4707501     -0.5468972E-01
   0.4822367     -0.5402615E-01
   0.4937770     -0.5332873E-01
   0.5053668     -0.5259841E-01
   0.5170018     -0.5183616E-01
   0.5286775     -0.5104294E-01
   0.5403894     -0.5021974E-01
   0.5521329     -0.4936755E-01
   0.5639033     -0.4848736E-01
   0.5756958     -0.4758018E-01
   0.5875055     -0.4664703E-01
   0.5993273     -0.4568892E-01
   0.6111562     -0.4470687E-01
   0.6229869     -0.4370192E-01
   0.6348139     -0.4267510E-01
   0.6466318     -0.4162744E-01
