naca0012
  1.00000000  0.00126000
  0.99983423  0.00128326
  0.99933704  0.00135298
  0.99850876  0.00146904
  0.99734994  0.00163122
  0.99586134  0.00183921
  0.99404395  0.00209262
  0.99189898  0.00239099
  0.98942784  0.00273374
  0.98663219  0.00312026
  0.98351386  0.00354983
  0.98007494  0.00402167
  0.97631769  0.00453493
  0.97224461  0.00508871
  0.96785841  0.00568201
  0.96316198  0.00631380
  0.95815845  0.00698300
  0.95285113  0.00768846
  0.94724354  0.00842899
  0.94133940  0.00920337
  0.93514262  0.01001033
  0.92865731  0.01084856
  0.92188778  0.01171673
  0.91483851  0.01261349
  0.90751417  0.01353744
  0.89991962  0.01448718
  0.89205990  0.01546128
  0.88394022  0.01645831
  0.87556597  0.01747680
  0.86694268  0.01851528
  0.85807609  0.01957229
  0.84897208  0.02064633
  0.83963667  0.02173590
  0.83007606  0.02283950
  0.82029659  0.02395562
  0.81030474  0.02508273
  0.80010714  0.02621931
  0.78971055  0.02736382
  0.77912186  0.02851471
  0.76834810  0.02967043
  0.75739640  0.03082939
  0.74627403  0.03199003
  0.73498837  0.03315073
  0.72354690  0.03430988
  0.71195720  0.03546585
  0.70022695  0.03661698
  0.68836395  0.03776161
  0.67637604  0.03889803
  0.66427119  0.04002453
  0.65205742  0.04113936
  0.63974282  0.04224075
  0.62733556  0.04332692
  0.61484387  0.04439604
  0.60227603  0.04544627
  0.58964038  0.04647576
  0.57694529  0.04748260
  0.56419918  0.04846490
  0.55141050  0.04942073
  0.53858773  0.05034813
  0.52573938  0.05124517
  0.51287396  0.05210986
  0.50000000  0.05294025
  0.48712604  0.05373436
  0.47426062  0.05449023
  0.46141227  0.05520589
  0.44858950  0.05587941
  0.43580082  0.05650886
  0.42305471  0.05709236
  0.41035962  0.05762804
  0.39772397  0.05811409
  0.38515613  0.05854875
  0.37266444  0.05893029
  0.36025718  0.05925707
  0.34794258  0.05952752
  0.33572881  0.05974013
  0.32362396  0.05989350
  0.31163605  0.05998628
  0.29977305  0.06001727
  0.28804280  0.05998534
  0.27645310  0.05988949
  0.26501163  0.05972881
  0.25372597  0.05950254
  0.24260360  0.05921003
  0.23165190  0.05885076
  0.22087814  0.05842435
  0.21028945  0.05793055
  0.19989286  0.05736924
  0.18969526  0.05674045
  0.17970341  0.05604434
  0.16992394  0.05528119
  0.16036333  0.05445145
  0.15102792  0.05355567
  0.14192391  0.05259455
  0.13305732  0.05156889
  0.12443403  0.05047963
  0.11605978  0.04932783
  0.10794010  0.04811462
  0.10008038  0.04684126
  0.09248583  0.04550910
  0.08516149  0.04411956
  0.07811222  0.04267414
  0.07134269  0.04117440
  0.06485738  0.03962196
  0.05866060  0.03801846
  0.05275646  0.03636561
  0.04714887  0.03466510
  0.04184155  0.03291866
  0.03683802  0.03112800
  0.03214159  0.02929483
  0.02775539  0.02742082
  0.02368231  0.02550761
  0.01992506  0.02355681
  0.01648614  0.02156995
  0.01336781  0.01954852
  0.01057216  0.01749390
  0.00810102  0.01540742
  0.00595605  0.01329031
  0.00413866  0.01114370
  0.00265006  0.00896860
  0.00149124  0.00676594
  0.00066296  0.00453652
  0.00016577  0.00228102
  0.00000000  0.00000000
  0.00016577  -0.00228102
  0.00066296  -0.00453652
  0.00149124  -0.00676594
  0.00265006  -0.00896860
  0.00413866  -0.01114370
  0.00595605  -0.01329031
  0.00810102  -0.01540742
  0.01057216  -0.01749390
  0.01336781  -0.01954852
  0.01648614  -0.02156995
  0.01992506  -0.02355681
  0.02368231  -0.02550761
  0.02775539  -0.02742082
  0.03214159  -0.02929483
  0.03683802  -0.03112800
  0.04184155  -0.03291866
  0.04714887  -0.03466510
  0.05275646  -0.03636561
  0.05866060  -0.03801846
  0.06485738  -0.03962196
  0.07134269  -0.04117440
  0.07811222  -0.04267414
  0.08516149  -0.04411956
  0.09248583  -0.04550910
  0.10008038  -0.04684126
  0.10794010  -0.04811462
  0.11605978  -0.04932783
  0.12443403  -0.05047963
  0.13305732  -0.05156889
  0.14192391  -0.05259455
  0.15102792  -0.05355567
  0.16036333  -0.05445145
  0.16992394  -0.05528119
  0.17970341  -0.05604434
  0.18969526  -0.05674045
  0.19989286  -0.05736924
  0.21028945  -0.05793055
  0.22087814  -0.05842435
  0.23165190  -0.05885076
  0.24260360  -0.05921003
  0.25372597  -0.05950254
  0.26501163  -0.05972881
  0.27645310  -0.05988949
  0.28804280  -0.05998534
  0.29977305  -0.06001727
  0.31163605  -0.05998628
  0.32362396  -0.05989350
  0.33572881  -0.05974013
  0.34794258  -0.05952752
  0.36025718  -0.05925707
  0.37266444  -0.05893029
  0.38515613  -0.05854875
  0.39772397  -0.05811409
  0.41035962  -0.05762804
  0.42305471  -0.05709236
  0.43580082  -0.05650886
  0.44858950  -0.05587941
  0.46141227  -0.05520589
  0.47426062  -0.05449023
  0.48712604  -0.05373436
  0.50000000  -0.05294025
  0.51287396  -0.05210986
  0.52573938  -0.05124517
  0.53858773  -0.05034813
  0.55141050  -0.04942073
  0.56419918  -0.04846490
  0.57694529  -0.04748260
  0.58964038  -0.04647576
  0.60227603  -0.04544627
  0.61484387  -0.04439604
  0.62733556  -0.04332692
  0.63974282  -0.04224075
  0.65205742  -0.04113936
  0.66427119  -0.04002453
  0.67637604  -0.03889803
  0.68836395  -0.03776161
  0.70022695  -0.03661698
  0.71195720  -0.03546585
